MPID,Description
mp-866143,BeTiRh2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Be(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. All Be(1)-Rh(1) bond lengths are 2.55 Å. Ti(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. All Ti(1)-Rh(1) bond lengths are 2.55 Å. Rh(1) is bonded in a body-centered cubic geometry to four equivalent Be(1) and four equivalent Ti(1) atoms.
mp-28145,"Rb2PdCl6 crystallizes in the cubic Fm-3m space group. Rb(1) is bonded to twelve equivalent Cl(1) atoms to form RbCl12 cuboctahedra that share corners with twelve equivalent Rb(1)Cl12 cuboctahedra, faces with six equivalent Rb(1)Cl12 cuboctahedra, and faces with four equivalent Pd(1)Cl6 octahedra. All Rb(1)-Cl(1) bond lengths are 3.52 Å. Pd(1) is bonded to six equivalent Cl(1) atoms to form PdCl6 octahedra that share faces with eight equivalent Rb(1)Cl12 cuboctahedra. All Pd(1)-Cl(1) bond lengths are 2.33 Å. Cl(1) is bonded to four equivalent Rb(1) and one Pd(1) atom to form a mixture of distorted edge, face, and corner-sharing ClRb4Pd square pyramids."
mp-866166,Y2RuPd is Heusler structured and crystallizes in the cubic Fm-3m space group. Y(1) is bonded in a body-centered cubic geometry to four equivalent Ru(1) and four equivalent Pd(1) atoms. All Y(1)-Ru(1) bond lengths are 2.98 Å. All Y(1)-Pd(1) bond lengths are 2.98 Å. Ru(1) is bonded in a body-centered cubic geometry to eight equivalent Y(1) atoms. Pd(1) is bonded in a body-centered cubic geometry to eight equivalent Y(1) atoms.
mp-865484,V2CrRe is Heusler structured and crystallizes in the cubic Fm-3m space group. V(1) is bonded in a distorted body-centered cubic geometry to four equivalent Cr(1) and four equivalent Re(1) atoms. All V(1)-Cr(1) bond lengths are 2.57 Å. All V(1)-Re(1) bond lengths are 2.57 Å. Cr(1) is bonded in a distorted body-centered cubic geometry to eight equivalent V(1) and six equivalent Re(1) atoms. All Cr(1)-Re(1) bond lengths are 2.97 Å. Re(1) is bonded in a distorted body-centered cubic geometry to eight equivalent V(1) and six equivalent Cr(1) atoms.
mp-865030,ScHfRu2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All Sc(1)-Ru(1) bond lengths are 2.78 Å. Hf(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All Hf(1)-Ru(1) bond lengths are 2.78 Å. Ru(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Hf(1) atoms.
mp-23,"Ni is Copper structured and crystallizes in the cubic Fm-3m space group. Ni(1) is bonded to twelve equivalent Ni(1) atoms to form a mixture of edge, face, and corner-sharing NiNi12 cuboctahedra. All Ni(1)-Ni(1) bond lengths are 2.46 Å."
mp-865602,MgY2Al is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a body-centered cubic geometry to eight equivalent Y(1) atoms. All Mg(1)-Y(1) bond lengths are 3.19 Å. Y(1) is bonded in a body-centered cubic geometry to four equivalent Mg(1) and four equivalent Al(1) atoms. All Y(1)-Al(1) bond lengths are 3.19 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Y(1) atoms.
mp-861896,LiPdHg2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a body-centered cubic geometry to six equivalent Pd(1) and eight equivalent Hg(1) atoms. All Li(1)-Pd(1) bond lengths are 3.28 Å. All Li(1)-Hg(1) bond lengths are 2.84 Å. Pd(1) is bonded in a distorted body-centered cubic geometry to six equivalent Li(1) and eight equivalent Hg(1) atoms. All Pd(1)-Hg(1) bond lengths are 2.84 Å. Hg(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Pd(1) atoms.
mp-862446,Ru2AlTa is Heusler structured and crystallizes in the cubic Fm-3m space group. Ta(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All Ta(1)-Ru(1) bond lengths are 2.66 Å. Ru(1) is bonded in a body-centered cubic geometry to four equivalent Ta(1) and four equivalent Al(1) atoms. All Ru(1)-Al(1) bond lengths are 2.66 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms.
mp-862602,Co2ScAl is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Co(1) atoms. All Sc(1)-Co(1) bond lengths are 2.57 Å. Co(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Al(1) atoms. All Co(1)-Al(1) bond lengths are 2.57 Å. Al(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Co(1) atoms.
mp-862706,BeCo2Ge is Heusler structured and crystallizes in the cubic Fm-3m space group. Be(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Co(1) and six equivalent Ge(1) atoms. All Be(1)-Co(1) bond lengths are 2.35 Å. All Be(1)-Ge(1) bond lengths are 2.72 Å. Co(1) is bonded in a body-centered cubic geometry to four equivalent Be(1) and four equivalent Ge(1) atoms. All Co(1)-Ge(1) bond lengths are 2.35 Å. Ge(1) is bonded in a distorted body-centered cubic geometry to six equivalent Be(1) and eight equivalent Co(1) atoms.
mp-708,"LaAs is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. La(1) is bonded to six equivalent As(1) atoms to form a mixture of edge and corner-sharing LaAs6 octahedra. The corner-sharing octahedra are not tilted. All La(1)-As(1) bond lengths are 3.10 Å. As(1) is bonded to six equivalent La(1) atoms to form a mixture of edge and corner-sharing AsLa6 octahedra. The corner-sharing octahedra are not tilted."
mp-862669,BeFe2Si is Heusler structured and crystallizes in the cubic Fm-3m space group. Be(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Fe(1) and six equivalent Si(1) atoms. All Be(1)-Fe(1) bond lengths are 2.31 Å. All Be(1)-Si(1) bond lengths are 2.67 Å. Fe(1) is bonded in a body-centered cubic geometry to four equivalent Be(1) and four equivalent Si(1) atoms. All Fe(1)-Si(1) bond lengths are 2.31 Å. Si(1) is bonded in a distorted body-centered cubic geometry to six equivalent Be(1) and eight equivalent Fe(1) atoms.
mp-865592,Y2RuZn is Heusler structured and crystallizes in the cubic Fm-3m space group. Y(1) is bonded in a body-centered cubic geometry to four equivalent Ru(1) and four equivalent Zn(1) atoms. All Y(1)-Ru(1) bond lengths are 3.00 Å. All Y(1)-Zn(1) bond lengths are 3.00 Å. Ru(1) is bonded in a body-centered cubic geometry to eight equivalent Y(1) atoms. Zn(1) is bonded in a body-centered cubic geometry to eight equivalent Y(1) atoms.
mp-865804,TaRh2Zn is Heusler structured and crystallizes in the cubic Fm-3m space group. Ta(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. All Ta(1)-Rh(1) bond lengths are 2.67 Å. Rh(1) is bonded in a body-centered cubic geometry to four equivalent Ta(1) and four equivalent Zn(1) atoms. All Rh(1)-Zn(1) bond lengths are 2.67 Å. Zn(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms.
mp-862632,LiCa2Al is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a body-centered cubic geometry to eight equivalent Ca(1) atoms. All Li(1)-Ca(1) bond lengths are 3.30 Å. Ca(1) is bonded in a distorted body-centered cubic geometry to four equivalent Li(1) and four equivalent Al(1) atoms. All Ca(1)-Al(1) bond lengths are 3.30 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Ca(1) atoms.
mp-866077,MgSc2Cd is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Sc(1) atoms. All Mg(1)-Sc(1) bond lengths are 3.07 Å. Sc(1) is bonded in a distorted body-centered cubic geometry to four equivalent Mg(1) and four equivalent Cd(1) atoms. All Sc(1)-Cd(1) bond lengths are 3.07 Å. Cd(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms.
mp-867909,ScRh2Cd is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. All Sc(1)-Rh(1) bond lengths are 2.77 Å. Rh(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Cd(1) atoms. All Rh(1)-Cd(1) bond lengths are 2.77 Å. Cd(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms.
mp-5149,Co2AlNb is Heusler structured and crystallizes in the cubic Fm-3m space group. Nb(1) is bonded in a body-centered cubic geometry to eight equivalent Co(1) atoms. All Nb(1)-Co(1) bond lengths are 2.58 Å. Co(1) is bonded in a body-centered cubic geometry to four equivalent Nb(1) and four equivalent Al(1) atoms. All Co(1)-Al(1) bond lengths are 2.58 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Co(1) atoms.
mp-866001,Ru2VAl is Heusler structured and crystallizes in the cubic Fm-3m space group. V(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. All V(1)-Ru(1) bond lengths are 2.58 Å. Ru(1) is bonded in a body-centered cubic geometry to four equivalent V(1) and four equivalent Al(1) atoms. All Ru(1)-Al(1) bond lengths are 2.58 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms.
mp-21235,Mn2VGa is Heusler structured and crystallizes in the cubic Fm-3m space group. V(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Mn(1) atoms. All V(1)-Mn(1) bond lengths are 2.62 Å. Mn(1) is bonded in a body-centered cubic geometry to four equivalent V(1) and four equivalent Ga(1) atoms. All Mn(1)-Ga(1) bond lengths are 2.62 Å. Ga(1) is bonded in a body-centered cubic geometry to eight equivalent Mn(1) atoms.
mp-867253,LiIrZn2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a distorted body-centered cubic geometry to six equivalent Ir(1) and eight equivalent Zn(1) atoms. All Li(1)-Ir(1) bond lengths are 2.99 Å. All Li(1)-Zn(1) bond lengths are 2.59 Å. Ir(1) is bonded in a distorted body-centered cubic geometry to six equivalent Li(1) and eight equivalent Zn(1) atoms. All Ir(1)-Zn(1) bond lengths are 2.59 Å. Zn(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Ir(1) atoms.
mp-11236,Ag2MgZn is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a body-centered cubic geometry to eight equivalent Ag(1) atoms. All Mg(1)-Ag(1) bond lengths are 2.78 Å. Ag(1) is bonded in a body-centered cubic geometry to four equivalent Mg(1) and four equivalent Zn(1) atoms. All Ag(1)-Zn(1) bond lengths are 2.78 Å. Zn(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ag(1) atoms.
mp-20801,LiPdIn2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a distorted body-centered cubic geometry to six equivalent Pd(1) and eight equivalent In(1) atoms. All Li(1)-Pd(1) bond lengths are 3.28 Å. All Li(1)-In(1) bond lengths are 2.84 Å. Pd(1) is bonded in a distorted body-centered cubic geometry to six equivalent Li(1) and eight equivalent In(1) atoms. All Pd(1)-In(1) bond lengths are 2.84 Å. In(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Pd(1) atoms.
mp-2114,"YN is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Y(1) is bonded to six equivalent N(1) atoms to form a mixture of edge and corner-sharing YN6 octahedra. The corner-sharing octahedra are not tilted. All Y(1)-N(1) bond lengths are 2.45 Å. N(1) is bonded to six equivalent Y(1) atoms to form a mixture of edge and corner-sharing NY6 octahedra. The corner-sharing octahedra are not tilted."
mp-866121,"V3Os is alpha bismuth trifluoride structured and crystallizes in the cubic Fm-3m space group. There are two inequivalent V sites. In the first V site, V(1) is bonded to four equivalent V(2) and four equivalent Os(1) atoms to form a mixture of distorted edge, face, and corner-sharing VV4Os4 tetrahedra. All V(1)-V(2) bond lengths are 2.59 Å. All V(1)-Os(1) bond lengths are 2.59 Å. In the second V site, V(2) is bonded in a 14-coordinate geometry to eight equivalent V(1) and six equivalent Os(1) atoms. All V(2)-Os(1) bond lengths are 2.99 Å. Os(1) is bonded in a distorted body-centered cubic geometry to six equivalent V(2) and eight equivalent V(1) atoms."
mp-866139,Be2TiIr is Heusler structured and crystallizes in the cubic Fm-3m space group. Be(1) is bonded in a body-centered cubic geometry to four equivalent Ti(1) and four equivalent Ir(1) atoms. All Be(1)-Ti(1) bond lengths are 2.45 Å. All Be(1)-Ir(1) bond lengths are 2.45 Å. Ti(1) is bonded in a 14-coordinate geometry to eight equivalent Be(1) and six equivalent Ir(1) atoms. All Ti(1)-Ir(1) bond lengths are 2.83 Å. Ir(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Be(1) and six equivalent Ti(1) atoms.
mp-865914,TiVTc2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to eight equivalent Tc(1) atoms. All Ti(1)-Tc(1) bond lengths are 2.64 Å. V(1) is bonded in a body-centered cubic geometry to eight equivalent Tc(1) atoms. All V(1)-Tc(1) bond lengths are 2.64 Å. Tc(1) is bonded in a body-centered cubic geometry to four equivalent Ti(1) and four equivalent V(1) atoms.
